transaction_id,customer_name,product_name,category,price,quantity,date,payment_method,transaction_date,shipping_city,rating,is_valid_price
TRX00194,Drs. Ida Hasanah,Quae Basic,Rumah Tangga,75000.0,3,11/08/2026,COD,2026-08-11,Tanjungpinang,4.0,True
TRX00082,Nasab Suwarno,Ex Pro,Fashion,75000.0,3,2026-07-12,E-Wallet,2026-07-12,Probolinggo,1.0,True
TRX00110,dr. Nabila Puspasari,Quia Max,Fashion,250000.0,2,18-07-2026,COD,2026-07-18,Manado,,True
TRX00429,"Yessi Haryanto, M.Farm",Corporis Max,Fashion,15000.0,3,2026-08-28,E-Wallet,2026-08-28,Mataram,2.0,True
TRX00146,Paulin Laksmiwati,Laborum Lite,Fashion,250000.0,2,2026-07-17,E-Wallet,2026-07-17,Palu,,True
TRX00093,"Puti Nadine Budiyanto, M.Pd",Asperiores Basic,Elektronik,15000.0,5,15-09-2026,E-Wallet,2026-09-15,Jayapura,4.0,True
TRX00153,"Nasim Laksita, M.Pd",Amet Pro,Buku,2500000.0,1,2026-08-12,Kartu Kredit,2026-08-12,Sorong,,True
TRX00480,"Maya Permadi, S.Gz",Exercitationem,Rumah Tangga,250000.0,1,2026-06-25,COD,2026-06-25,Binjai,4.0,True
TRX00249,Aisyah Agustina,Asperiores Pro,Elektronik,500000.0,2,2026-07-23,E-Wallet,2026-07-23,Kendari,3.0,True
TRX00084,Atma Agustina,Nemo Pro,Buku,75000.0,3,17/07/2026,Transfer Bank,2026-07-17,Padangpanjang,3.0,True
TRX00104,"R.A. Yance Irawan, S.T.",Odio Pro,Kesehatan,150000.0,3,09/07/2026,Kartu Kredit,2026-07-09,Salatiga,5.0,True
TRX00166,Lukman Ramadan,Veritatis Pro,Elektronik,15000.0,3,2026-08-25,Kartu Kredit,2026-08-25,Sorong,3.0,True
TRX00164,"Hj. Lala Saefullah, S.Ked",Recusandae Pro,Rumah Tangga,250000.0,2,2026-09-03,COD,2026-09-03,Sibolga,1.0,True
TRX00200,Hendra Thamrin,Vel Pro,Rumah Tangga,15000.0,5,10/09/2026,COD,2026-09-10,Tebingtinggi,,True
TRX00246,Maras Laksmiwati,Minima Pro,Kesehatan,500000.0,3,2026-08-06,COD,2026-08-06,Tasikmalaya,2.0,True
TRX00075,Rahmi Hidayanto,Odit Lite,Kesehatan,25000.0,5,2026-07-25,E-Wallet,2026-07-25,Tasikmalaya,5.0,True
TRX00317,Salimah Kuswandari,Qui Max,Fashion,2500000.0,2,21-07-2026,Transfer Bank,2026-07-21,Palu,,True
TRX00230,Ciaobella Siregar,Blanditiis Basic,Kesehatan,500000.0,4,02/08/2026,Transfer Bank,2026-08-02,Banjar,5.0,True
TRX00485,Eluh Permata,Sunt Basic,Olahraga,15000.0,3,24/06/2026,Transfer Bank,2026-06-24,Pekanbaru,3.0,True
TRX00120,Ir. Genta Nurdiyanti,Modi Max,Elektronik,500000.0,3,2026-07-28,Kartu Kredit,2026-07-28,Langsa,,True
TRX00387,"drg. Septi Sitompul, M.Farm",Consequatur,Fashion,250000.0,1,06/09/2026,E-Wallet,2026-09-06,Kediri,,True
TRX00443,Irwan Jailani,Ullam Max,Rumah Tangga,500000.0,4,24/08/2026,COD,2026-08-24,Bandung,5.0,True
TRX00262,Tami Kuswandari,Suscipit Basic,Kesehatan,250000.0,1,2026-07-04,COD,2026-07-04,Batam,1.0,True
TRX00365,"dr. Cornelia Nasyiah, S.Kom",Asperiores Pro,Olahraga,50000.0,1,2026-07-12,E-Wallet,2026-07-12,Batu,2.0,True
TRX00412,Ismail Siregar,Voluptate Basic,Fashion,15000.0,1,24-06-2026,Kartu Kredit,2026-06-24,Tangerang,1.0,True
TRX00336,Hilda Ardianto,Facilis Pro,Kesehatan,25000.0,1,2026-07-22,E-Wallet,2026-07-22,Tomohon,,True
TRX00263,"Vicky Haryanti, S.Gz",Impedit Lite,Elektronik,50000.0,4,06-07-2026,Kartu Kredit,2026-07-06,Banjar,5.0,True
TRX00481,Rahmi Sudiati,Aspernatur Basic,Olahraga,120000.0,5,2026-07-15,Kartu Kredit,2026-07-15,Bitung,,True
TRX00419,Baktiadi Rajata,Est Basic,Elektronik,120000.0,5,2026-08-02,Transfer Bank,2026-08-02,Palopo,4.0,True
TRX00281,"R. Tania Uyainah, S.E.",Magni Lite,Rumah Tangga,50000.0,2,02/08/2026,Transfer Bank,2026-08-02,Dumai,4.0,True
TRX00037,"Sutan Caturangga Wasita, M.Kom.",Perspiciatis Lite,Buku,1200000.0,5,07-07-2026,Transfer Bank,2026-07-07,Banjarmasin,,True
TRX00197,"Cinta Sihotang, S.Farm",Ipsam Max,Fashion,50000.0,4,16/08/2026,COD,2026-08-16,Bukittinggi,4.0,True
TRX00140,Galang Puspasari,Accusantium Lite,Kesehatan,120000.0,3,2026-08-06,Kartu Kredit,2026-08-06,Jayapura,4.0,True
TRX00376,Najib Palastri,Porro Lite,Kesehatan,250000.0,4,04-07-2026,Transfer Bank,2026-07-04,Pontianak,4.0,True
TRX00494,Rika Lailasari,Eius Basic,Rumah Tangga,150000.0,5,22/08/2026,E-Wallet,2026-08-22,Bukittinggi,5.0,True
TRX00292,Pranata Pertiwi,Nesciunt Basic,Olahraga,75000.0,4,12-08-2026,E-Wallet,2026-08-12,Payakumbuh,4.0,True
TRX00060,"Cut Zamira Halimah, S.H.",Eligendi Basic,Buku,50000.0,4,30-08-2026,Transfer Bank,2026-08-30,Malang,,True
TRX00473,Carla Permadi,Praesentium Basic,Kesehatan,25000.0,4,14/08/2026,Kartu Kredit,2026-08-14,Pontianak,1.0,True
TRX00112,Paiman Nasyiah,Voluptas Max,Kesehatan,500000.0,2,2026-07-04,COD,2026-07-04,Ternate,,True
TRX00090,Ir. Salimah Dongoran,Blanditiis Basic,Kesehatan,500000.0,5,14/08/2026,Transfer Bank,2026-08-14,Pangkalpinang,,True
TRX00418,"Murti Yuliarti, S.Sos",Iure Max,Buku,1200000.0,5,12-09-2026,Transfer Bank,2026-09-12,Bima,2.0,True
TRX00007,"Michelle Nasyiah, S.IP",Minus Lite,Elektronik,500000.0,3,25-06-2026,COD,2026-06-25,Sorong,,True
TRX00372,Agus Rajata,Quod Basic,Buku,25000.0,2,10/09/2026,Kartu Kredit,2026-09-10,Tidak Diketahui,,True
TRX00355,"Ir. Hari Susanti, S.Ked",Excepturi Pro,Kesehatan,150000.0,3,2026-07-06,Transfer Bank,2026-07-06,Serang,2.0,True
TRX00347,Cut Putri Hariyah,Veniam Max,Elektronik,15000.0,2,2026-08-29,COD,2026-08-29,Mojokerto,,True
TRX00159,R. Gina Hariyah,Tempore,Fashion,1200000.0,1,10/07/2026,E-Wallet,2026-07-10,Surakarta,,True
TRX00151,"Dinda Wasita, S.E.I",Autem Pro,Kesehatan,25000.0,5,2026-07-30,E-Wallet,2026-07-30,Makassar,5.0,True
TRX00393,"Puti Jasmin Suartini, M.Ak",Saepe Basic,Rumah Tangga,1200000.0,4,2026-07-23,E-Wallet,2026-07-23,Bandar Lampung,3.0,True
TRX00039,Tami Puspita,Ut Pro,Kesehatan,75000.0,2,21/08/2026,Kartu Kredit,2026-08-21,Depok,2.0,True
TRX00323,Safina Rajasa,Perferendis Pro,Rumah Tangga,1200000.0,3,2026-07-07,Kartu Kredit,2026-07-07,Sabang,5.0,True
TRX00199,Panca Wahyudin,Delectus Basic,Kesehatan,15000.0,1,2026-08-07,COD,2026-08-07,Surakarta,3.0,True
TRX00450,Narji Sinaga,Expedita Pro,Kesehatan,25000.0,2,25/08/2026,COD,2026-08-25,Pasuruan,1.0,True
TRX00147,Fitriani Permadi,Rem Pro,Fashion,1200000.0,4,22-07-2026,COD,2026-07-22,Banjar,2.0,True
TRX00405,"Jumari Riyanti, M.Ak",Eius Max,Kesehatan,1200000.0,1,2026-07-29,Transfer Bank,2026-07-29,Langsa,,True
TRX00148,Uli Kusmawati,Voluptatibus Basic,Elektronik,12000000.0,4,08/09/2026,Transfer Bank,2026-09-08,Meulaboh,4.0,True
TRX00315,Lili Maryadi,Neque Lite,Elektronik,500000.0,1,19-08-2026,Transfer Bank,2026-08-19,Pekalongan,,True
TRX00490,Humaira Hutagalung,Rem Lite,Buku,75000.0,4,2026-07-21,E-Wallet,2026-07-21,Cirebon,2.0,True
TRX00124,Dr. Icha Firmansyah,Eveniet Max,Elektronik,50000.0,3,2026-07-13,Kartu Kredit,2026-07-13,Tanjungpinang,4.0,True
TRX00403,Dalima Haryanto,Doloremque Basic,Kesehatan,75000.0,1,27-07-2026,Transfer Bank,2026-07-27,Langsa,,True
TRX00097,Cici Prastuti,Alias,Olahraga,1200000.0,2,09-09-2026,Kartu Kredit,2026-09-09,Mojokerto,5.0,True
TRX00144,Vera Agustina,Laboriosam Basic,Olahraga,500000.0,5,10/09/2026,COD,2026-09-10,Ambon,,True
TRX00240,"Dr. Rafid Novitasari, S.Gz",Ut Basic,Fashion,1200000.0,2,18-07-2026,Transfer Bank,2026-07-18,Serang,1.0,True
TRX00407,Juli Astuti,Totam Basic,Olahraga,1200000.0,1,13/09/2026,E-Wallet,2026-09-13,Tidak Diketahui,4.0,True
TRX00098,"Faizah Hutagalung, M.Farm",Voluptas Basic,Rumah Tangga,250000.0,2,31-08-2026,Kartu Kredit,2026-08-31,Bima,1.0,True
TRX00361,Alika Situmorang,Temporibus Max,Rumah Tangga,12000000.0,4,2026-08-17,Kartu Kredit,2026-08-17,Tanjungpinang,3.0,True
TRX00123,Kusuma Hutagalung,Dolore,Kesehatan,50000.0,1,2026-06-18,Transfer Bank,2026-06-18,Tanjungbalai,5.0,True
TRX00184,"Tgk. Dimaz Mahendra, M.Farm",Enim Basic,Elektronik,250000.0,3,24-06-2026,COD,2026-06-24,Semarang,,True
TRX00203,"T. Kemal Prasetyo, S.Farm",Ratione,Rumah Tangga,50000.0,5,13/09/2026,COD,2026-09-13,Sibolga,,True
TRX00247,"Drs. Zizi Maheswara, S.Pd",Blanditiis Basic,Olahraga,250000.0,3,25-08-2026,Kartu Kredit,2026-08-25,Palopo,3.0,True
TRX00483,Dr. Purwa Rajata,Doloremque Pro,Fashion,25000.0,3,21/07/2026,Kartu Kredit,2026-07-21,Tegal,1.0,True
TRX00306,Hartana Wahyudin,Labore Max,Kesehatan,120000.0,2,2026-08-07,E-Wallet,2026-08-07,Tomohon,5.0,True
TRX00308,Cahyo Sitorus,Pariatur Lite,Elektronik,500000.0,3,03/08/2026,E-Wallet,2026-08-03,Sibolga,2.0,True
TRX00408,Rahmi Pangestu,Perferendis Max,Rumah Tangga,1200000.0,4,2026-07-16,E-Wallet,2026-07-16,Lubuklinggau,,True
TRX00291,Rudi Dabukke,Beatae Basic,Olahraga,25000.0,5,22/06/2026,COD,2026-06-22,Sungai Penuh,,True
TRX00126,Kenari Prasetyo,Tenetur,Kesehatan,1200000.0,1,01/07/2026,Kartu Kredit,2026-07-01,Bontang,,True
TRX00311,"Cut Kartika Sitompul, S.IP",Nesciunt Max,Fashion,500000.0,5,09/08/2026,E-Wallet,2026-08-09,Serang,,True
TRX00224,Hj. Siska Oktaviani,Iste Basic,Buku,250000.0,4,03-09-2026,E-Wallet,2026-09-03,Bukittinggi,5.0,True
TRX00441,"Vera Lailasari, M.Pd",Quaerat Basic,Elektronik,75000.0,5,28-06-2026,Transfer Bank,2026-06-28,Kota Administrasi Jakarta Timur,4.0,True
TRX00220,Victoria Narpati,Autem Lite,Fashion,5000000.0,4,2026-08-02,Kartu Kredit,2026-08-02,Pontianak,2.0,True
TRX00130,Rahmi Ramadan,Alias Pro,Kesehatan,5000000.0,3,26/06/2026,E-Wallet,2026-06-26,Tual,1.0,True
TRX00433,Puti Samiah Mansur,Ipsam,Elektronik,500000.0,1,28/06/2026,COD,2026-06-28,Binjai,3.0,True
TRX00491,Rangga Maryati,Aperiam Lite,Olahraga,250000.0,2,2026-09-11,Transfer Bank,2026-09-11,Pangkalpinang,5.0,True
TRX00337,Julia Sihombing,Reprehenderit Basic,Rumah Tangga,15000.0,4,2026-08-22,COD,2026-08-22,Kota Administrasi Jakarta Selatan,3.0,True
TRX00389,Puji Pratiwi,Unde,Olahraga,25000.0,4,20-06-2026,Transfer Bank,2026-06-20,Banda Aceh,3.0,True
TRX00298,Kiandra Susanti,Nihil Pro,Rumah Tangga,120000.0,3,10/07/2026,COD,2026-07-10,Madiun,,True
TRX00366,Rangga Rahmawati,Velit Pro,Rumah Tangga,25000.0,4,07-08-2026,E-Wallet,2026-08-07,Gorontalo,,True
TRX00302,"Hj. Samiah Halimah, S.Pd",Quidem Lite,Buku,50000.0,3,18/06/2026,Transfer Bank,2026-06-18,Palangkaraya,3.0,True
TRX00295,Ganep Sudiati,Dicta Max,Olahraga,500000.0,3,16/07/2026,COD,2026-07-16,Tegal,,True
TRX00349,Tira Haryanto,Quis Basic,Buku,2500000.0,2,2026-09-15,E-Wallet,2026-09-15,Parepare,3.0,True
TRX00113,Ika Rahmawati,Qui Lite,Kesehatan,12000000.0,3,2026-08-10,Kartu Kredit,2026-08-10,Depok,2.0,True
TRX00180,"Baktiadi Lestari, M.Ak",Nemo Max,Rumah Tangga,15000.0,5,10-09-2026,Kartu Kredit,2026-09-10,Bandung,,True
TRX00453,Mutia Laksita,Itaque Basic,Kesehatan,2500000.0,2,09/08/2026,Kartu Kredit,2026-08-09,Tegal,4.0,True
TRX00348,Yuliana Adriansyah,Esse Basic,Olahraga,250000.0,3,09/08/2026,E-Wallet,2026-08-09,Pagaralam,4.0,True
TRX00339,Silvia Mardhiyah,Voluptatibus Pro,Elektronik,120000.0,4,26/08/2026,E-Wallet,2026-08-26,Subulussalam,2.0,True
TRX00498,Tira Wahyudin,Officia Lite,Elektronik,120000.0,2,13/09/2026,E-Wallet,2026-09-13,Sawahlunto,2.0,True
TRX00371,"dr. Farhunnisa Uwais, S.Psi",Neque Lite,Elektronik,12000000.0,3,2026-06-22,COD,2026-06-22,Ternate,3.0,True
TRX00234,Tari Wahyuni,Sed Lite,Fashion,25000.0,1,04/09/2026,Transfer Bank,2026-09-04,Bau-Bau,4.0,True
TRX00461,Sari Samosir,Voluptates Max,Elektronik,120000.0,3,24/08/2026,Kartu Kredit,2026-08-24,Sungai Penuh,,True
TRX00463,R.A. Padma Zulaika,Numquam Basic,Olahraga,15000.0,5,18/06/2026,E-Wallet,2026-06-18,Bitung,3.0,True
TRX00165,"Najwa Suwarno, S.H.",Sequi Max,Fashion,500000.0,1,29/08/2026,E-Wallet,2026-08-29,Subulussalam,5.0,True
TRX00137,Dacin Maryati,Magni,Olahraga,25000.0,1,2026-08-13,Transfer Bank,2026-08-13,Sorong,,True
TRX00198,"Virman Kusmawati, S.Pt",Consectetur,Rumah Tangga,750000.0,2,2026-08-31,Transfer Bank,2026-08-31,Palangkaraya,,True
TRX00259,"Harsanto Wahyudin, S.T.",Ad,Olahraga,500000.0,3,20-07-2026,COD,2026-07-20,Malang,2.0,True
TRX00233,"Gandewa Haryanto, S.Psi",Consequatur Lite,Kesehatan,75000.0,1,07-08-2026,Kartu Kredit,2026-08-07,Kotamobagu,1.0,True
TRX00116,"Dr. Ciaobella Budiman, M.Farm",Id Max,Olahraga,75000.0,1,30-07-2026,COD,2026-07-30,Makassar,1.0,True
TRX00121,"Ir. Maria Samosir, M.Farm",Sit,Elektronik,15000.0,3,2026-06-23,E-Wallet,2026-06-23,Tual,2.0,True
TRX00370,Karen Mulyani,Praesentium Basic,Elektronik,50000.0,3,2026-07-29,Kartu Kredit,2026-07-29,Tual,3.0,True
TRX00225,Betania Halimah,Numquam Pro,Olahraga,12000000.0,5,2026-08-13,Transfer Bank,2026-08-13,Semarang,5.0,True
TRX00415,Patricia Mayasari,Voluptate Pro,Elektronik,500000.0,4,25-07-2026,Transfer Bank,2026-07-25,Mataram,5.0,True
TRX00356,Ivan Rahimah,Veniam Pro,Olahraga,25000.0,3,20-08-2026,Transfer Bank,2026-08-20,Kota Administrasi Jakarta Barat,5.0,True
TRX00128,Jarwa Sihombing,Voluptates Max,Rumah Tangga,120000.0,4,2026-07-24,Transfer Bank,2026-07-24,Pekalongan,,True
TRX00286,"Langgeng Najmudin, S.E.I",Non Lite,Kesehatan,50000.0,5,02/08/2026,E-Wallet,2026-08-02,Bitung,4.0,True
TRX00424,Rusman Latupono,Adipisci Lite,Fashion,5000000.0,5,02-09-2026,COD,2026-09-02,Tangerang,,True
TRX00108,KH. Dimas Kusmawati,Tenetur Basic,Kesehatan,75000.0,4,2026-08-21,E-Wallet,2026-08-21,Banda Aceh,3.0,True
TRX00382,Vega Kuswoyo,Qui Max,Olahraga,120000.0,3,01/07/2026,Transfer Bank,2026-07-01,Solok,3.0,True
TRX00334,"Praba Nababan, S.E.",Similique Lite,Elektronik,15000.0,1,2026-09-03,E-Wallet,2026-09-03,Pagaralam,,True
TRX00134,Laras Lailasari,Illo Basic,Olahraga,150000.0,5,2026-08-16,E-Wallet,2026-08-16,Tual,3.0,True
TRX00045,Mulyono Sihotang,Excepturi Basic,Olahraga,75000.0,3,11-07-2026,Kartu Kredit,2026-07-11,Surakarta,5.0,True
TRX00477,Sari Mardhiyah,Nesciunt Basic,Olahraga,12000000.0,2,26-07-2026,Kartu Kredit,2026-07-26,Bau-Bau,3.0,True
TRX00066,Ade Nurdiyanti,Quidem,Buku,750000.0,1,18-08-2026,Transfer Bank,2026-08-18,Mataram,1.0,True
TRX00284,Vivi Wasita,Repellat,Buku,250000.0,5,24-06-2026,Kartu Kredit,2026-06-24,Sukabumi,,True
TRX00086,drg. Natalia Ardianto,Libero Basic,Kesehatan,1200000.0,4,14-07-2026,Transfer Bank,2026-07-14,Padangpanjang,5.0,True
TRX00243,Tgk. Umi Hassanah,Eveniet Pro,Buku,1200000.0,2,05/08/2026,E-Wallet,2026-08-05,Parepare,4.0,True
TRX00187,Gatot Prakasa,Repudiandae Basic,Olahraga,500000.0,4,2026-07-17,COD,2026-07-17,Kota Administrasi Jakarta Selatan,,True
TRX00396,"Belinda Hutasoit, S.T.",Dolor Max,Rumah Tangga,50000.0,3,22/07/2026,E-Wallet,2026-07-22,Ternate,,True
TRX00160,Uda Hastuti,Illo Basic,Fashion,75000.0,3,2026-08-17,COD,2026-08-17,Batu,4.0,True
TRX00013,Hasna Haryanto,Error Basic,Olahraga,120000.0,5,08-09-2026,Transfer Bank,2026-09-08,Jambi,3.0,True
TRX00036,Yani Pudjiastuti,Consequuntur Pro,Elektronik,500000.0,3,2026-06-22,COD,2026-06-22,Bekasi,3.0,True
TRX00029,Adiarja Hidayanto,Voluptatum Pro,Olahraga,25000.0,2,13-08-2026,Transfer Bank,2026-08-13,Batam,1.0,True
TRX00171,"Jessica Latupono, M.M.",Autem,Buku,250000.0,2,30/06/2026,COD,2026-06-30,Tangerang,,True
TRX00143,Viman Rahimah,Quaerat Basic,Elektronik,250000.0,2,24-08-2026,COD,2026-08-24,Batam,2.0,True
TRX00411,R.M. Mahmud Pudjiastuti,Alias Max,Elektronik,75000.0,3,11/09/2026,E-Wallet,2026-09-11,Tarakan,,True
TRX00437,Sakti Tamba,Accusamus Max,Kesehatan,120000.0,2,31-07-2026,Transfer Bank,2026-07-31,Meulaboh,2.0,True
TRX00222,Cakrabuana Rajasa,Eius Max,Olahraga,150000.0,3,03-07-2026,E-Wallet,2026-07-03,Tual,3.0,True
TRX00096,"Hamima Uwais, S.E.",Sequi Lite,Elektronik,1200000.0,4,11-08-2026,COD,2026-08-11,Cilegon,3.0,True
TRX00052,Hafshah Habibi,Consectetur Lite,Buku,500000.0,4,2026-08-14,E-Wallet,2026-08-14,Banjar,,True
TRX00241,Eva Marpaung,Ducimus,Buku,750000.0,1,31/08/2026,Transfer Bank,2026-08-31,Tebingtinggi,,True
TRX00384,Michelle Pratiwi,Exercitationem,Rumah Tangga,250000.0,2,15-09-2026,Kartu Kredit,2026-09-15,Langsa,4.0,True
TRX00352,"dr. Devi Nugroho, M.Pd",Mollitia Pro,Buku,250000.0,4,04/08/2026,E-Wallet,2026-08-04,Ambon,3.0,True
TRX00391,R.A. Qori Wibisono,Veritatis Lite,Kesehatan,50000.0,1,06/09/2026,E-Wallet,2026-09-06,Meulaboh,4.0,True
TRX00179,"Tami Namaga, S.Farm",Repudiandae Lite,Elektronik,50000.0,5,2026-08-23,E-Wallet,2026-08-23,Padangpanjang,3.0,True
TRX00042,R. Soleh Nashiruddin,Atque Max,Kesehatan,75000.0,2,10-08-2026,E-Wallet,2026-08-10,Padang,1.0,True
TRX00449,"dr. Vega Halim, S.T.",Ullam Max,Fashion,25000.0,2,29-06-2026,Kartu Kredit,2026-06-29,Kota Administrasi Jakarta Barat,,True
TRX00400,Puspa Iswahyudi,Saepe Lite,Buku,15000.0,3,10-08-2026,Transfer Bank,2026-08-10,Meulaboh,5.0,True
TRX00207,Mutia Siregar,Dolore Lite,Rumah Tangga,75000.0,4,21-07-2026,Transfer Bank,2026-07-21,Salatiga,5.0,True
TRX00283,"Dr. Cager Suryatmi, S.Pt",At,Elektronik,500000.0,3,2026-07-15,Kartu Kredit,2026-07-15,Pontianak,4.0,True
TRX00359,Dinda Wijayanti,Quasi Lite,Elektronik,250000.0,1,2026-07-07,COD,2026-07-07,Kota Administrasi Jakarta Utara,4.0,True
TRX00255,Raihan Mandasari,Saepe Pro,Olahraga,15000.0,2,05-08-2026,Kartu Kredit,2026-08-05,Tasikmalaya,,True
TRX00425,"R.M. Wadi Prasasta, M.TI.",Doloribus Lite,Fashion,750000.0,5,06-08-2026,COD,2026-08-06,Sabang,,True
TRX00005,Jasmin Setiawan,Dolor Pro,Buku,1200000.0,5,07/07/2026,Transfer Bank,2026-07-07,Bima,5.0,True
TRX00257,Fitria Widiastuti,Velit Basic,Elektronik,120000.0,2,25-06-2026,Kartu Kredit,2026-06-25,Batam,4.0,True
TRX00462,Niyaga Kuswoyo,A Pro,Olahraga,120000.0,4,07-07-2026,Kartu Kredit,2026-07-07,Blitar,4.0,True
TRX00101,"drg. Yuni Lestari, S.IP",Non Lite,Elektronik,12000000.0,3,12-09-2026,Kartu Kredit,2026-09-12,Tarakan,,True
TRX00227,Gading Suwarno,Autem Basic,Elektronik,1200000.0,1,2026-08-15,Kartu Kredit,2026-08-15,Singkawang,4.0,True
TRX00440,Endra Prasetyo,Quidem,Elektronik,25000.0,2,13-07-2026,Transfer Bank,2026-07-13,Salatiga,2.0,True
TRX00214,"Mala Natsir, S.E.I",Modi Lite,Buku,75000.0,1,04/08/2026,COD,2026-08-04,Pekalongan,,True
TRX00435,Lintang Nashiruddin,Placeat,Buku,1200000.0,4,2026-08-14,COD,2026-08-14,Sabang,5.0,True
TRX00172,"Samiah Widodo, M.Pd",Maiores Basic,Buku,1200000.0,2,2026-06-26,Kartu Kredit,2026-06-26,Balikpapan,,True
TRX00099,"Vera Sihombing, M.Ak",Cumque Max,Buku,1200000.0,4,28-08-2026,E-Wallet,2026-08-28,Malang,5.0,True
TRX00293,"Kenes Siregar, S.Pd",Perspiciatis Max,Kesehatan,25000.0,4,2026-07-10,E-Wallet,2026-07-10,Langsa,3.0,True
TRX00216,Jagaraga Hutagalung,Ipsam Pro,Elektronik,75000.0,5,2026-08-08,Kartu Kredit,2026-08-08,Tarakan,1.0,True
TRX00062,Indah Hidayat,Hic Max,Kesehatan,500000.0,3,19/07/2026,Transfer Bank,2026-07-19,Tangerang,1.0,True
TRX00048,Intan Manullang,Nulla Basic,Buku,500000.0,5,01/09/2026,Transfer Bank,2026-09-01,Singkawang,,True
TRX00033,Laras Hastuti,Asperiores Lite,Kesehatan,120000.0,2,17-08-2026,COD,2026-08-17,Banjarmasin,,True
TRX00268,"Dr. Emas Hutasoit, S.Farm",Beatae,Rumah Tangga,2500000.0,4,26/07/2026,E-Wallet,2026-07-26,Probolinggo,,True
TRX00328,Janet Suwarno,Tenetur Pro,Olahraga,25000.0,5,23-06-2026,Kartu Kredit,2026-06-23,Sungai Penuh,4.0,True
TRX00201,Edward Rahimah,Ipsa,Kesehatan,25000.0,2,19/07/2026,COD,2026-07-19,Bukittinggi,3.0,True
TRX00484,Prasetya Dabukke,Iusto Pro,Elektronik,1200000.0,5,29/08/2026,COD,2026-08-29,Pontianak,4.0,True
TRX00028,Darmanto Haryanto,Labore Pro,Buku,250000.0,1,19-06-2026,Kartu Kredit,2026-06-19,Semarang,2.0,True
TRX00426,Malika Pradipta,Necessitatibus Lite,Olahraga,2500000.0,1,13-08-2026,Kartu Kredit,2026-08-13,Subulussalam,,True
TRX00231,Nugraha Farida,Nulla Lite,Buku,250000.0,1,04-08-2026,Kartu Kredit,2026-08-04,Mataram,2.0,True
TRX00261,Garan Palastri,Labore Lite,Buku,250000.0,1,2026-08-30,Kartu Kredit,2026-08-30,Tangerang Selatan,,True
TRX00379,Johan Hasanah,Minima Lite,Kesehatan,500000.0,5,23-06-2026,Transfer Bank,2026-06-23,Surabaya,2.0,True
TRX00289,"Gadang Susanti, M.Pd",Consectetur Basic,Rumah Tangga,1200000.0,4,02/08/2026,E-Wallet,2026-08-02,Semarang,,True
TRX00163,Harjaya Pertiwi,Magnam Basic,Olahraga,50000.0,4,2026-08-08,Kartu Kredit,2026-08-08,Banda Aceh,4.0,True
TRX00438,Dr. Martani Lailasari,Nemo,Olahraga,750000.0,1,18/08/2026,Transfer Bank,2026-08-18,Tarakan,3.0,True
TRX00139,Tami Laksita,Cupiditate,Rumah Tangga,120000.0,1,20/06/2026,Transfer Bank,2026-06-20,Tarakan,2.0,True
TRX00063,"Drs. Julia Dabukke, S.IP",Facilis Max,Fashion,25000.0,1,2026-07-04,E-Wallet,2026-07-04,Bandung,2.0,True
TRX00136,Zelaya Mulyani,A,Fashion,500000.0,4,16/08/2026,E-Wallet,2026-08-16,Padang Sidempuan,,True
TRX00129,drg. Ismail Hutapea,Sapiente,Buku,75000.0,4,2026-06-21,Kartu Kredit,2026-06-21,Ternate,4.0,True
TRX00493,Erik Pratiwi,Incidunt Max,Rumah Tangga,500000.0,5,23/08/2026,E-Wallet,2026-08-23,Pangkalpinang,5.0,True
TRX00009,Cindy Pradipta,Consequuntur,Fashion,250000.0,1,2026-07-22,COD,2026-07-22,Subulussalam,5.0,True
TRX00327,R.M. Hasim Yolanda,Pariatur Pro,Fashion,120000.0,1,2026-07-30,Kartu Kredit,2026-07-30,Tomohon,,True
TRX00479,Sutan Respati Mangunsong,Quidem Max,Olahraga,15000.0,2,17-07-2026,Transfer Bank,2026-07-17,Lhokseumawe,4.0,True
TRX00065,Drs. Calista Winarno,Repellat Pro,Fashion,120000.0,1,05/07/2026,Kartu Kredit,2026-07-05,Tarakan,1.0,True
TRX00301,Lamar Thamrin,Architecto Pro,Elektronik,25000.0,4,2026-06-22,E-Wallet,2026-06-22,Serang,4.0,True
TRX00015,Dr. Eluh Padmasari,Nobis,Fashion,25000.0,3,2026-09-06,COD,2026-09-06,Mataram,,True
TRX00157,Karta Zulkarnain,Recusandae Basic,Fashion,75000.0,2,2026-08-18,COD,2026-08-18,Cimahi,,True
TRX00041,Amelia Hardiansyah,Reprehenderit Lite,Kesehatan,50000.0,1,2026-07-30,Kartu Kredit,2026-07-30,Banjarmasin,4.0,True
TRX00380,Anita Ardianto,Quibusdam,Elektronik,750000.0,3,06-08-2026,COD,2026-08-06,Banda Aceh,3.0,True
TRX00474,Gatra Simanjuntak,Delectus Max,Olahraga,500000.0,3,2026-07-22,Transfer Bank,2026-07-22,Mataram,1.0,True
TRX00416,"Yessi Nasyiah, M.Ak",Tempore Max,Olahraga,750000.0,4,08/09/2026,Transfer Bank,2026-09-08,Yogyakarta,3.0,True
TRX00217,"Hamzah Siregar, S.IP",Necessitatibus Basic,Rumah Tangga,50000.0,3,2026-06-19,COD,2026-06-19,Cimahi,3.0,True
